[2024-01-05T11:21:06.657+0000] {taskinstance.py:1957} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: load_data_parquet.load_data_order_products__prior manual__2024-01-05T11:20:45.850362+00:00 [queued]>
[2024-01-05T11:21:06.673+0000] {taskinstance.py:1957} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: load_data_parquet.load_data_order_products__prior manual__2024-01-05T11:20:45.850362+00:00 [queued]>
[2024-01-05T11:21:06.673+0000] {taskinstance.py:2171} INFO - Starting attempt 1 of 1
[2024-01-05T11:21:06.699+0000] {taskinstance.py:2192} INFO - Executing <Task(PythonOperator): load_data_order_products__prior> on 2024-01-05 11:20:45.850362+00:00
[2024-01-05T11:21:06.706+0000] {standard_task_runner.py:60} INFO - Started process 464 to run task
[2024-01-05T11:21:06.711+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'load_data_parquet', 'load_data_order_products__prior', 'manual__2024-01-05T11:20:45.850362+00:00', '--job-id', '29', '--raw', '--subdir', 'DAGS_FOLDER/load_data_parquet.py', '--cfg-path', '/tmp/tmp2djpnfm3']
[2024-01-05T11:21:06.716+0000] {standard_task_runner.py:88} INFO - Job 29: Subtask load_data_order_products__prior
[2024-01-05T11:21:06.803+0000] {task_command.py:423} INFO - Running <TaskInstance: load_data_parquet.load_data_order_products__prior manual__2024-01-05T11:20:45.850362+00:00 [running]> on host edef6e683abd
[2024-01-05T11:21:06.952+0000] {taskinstance.py:2481} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='load_data_parquet' AIRFLOW_CTX_TASK_ID='load_data_order_products__prior' AIRFLOW_CTX_EXECUTION_DATE='2024-01-05T11:20:45.850362+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-01-05T11:20:45.850362+00:00'
[2024-01-05T11:21:06.977+0000] {logging_mixin.py:188} INFO - starting:order_products__prior
[2024-01-05T11:28:19.496+0000] {logging_mixin.py:188} INFO - loading chunk:501
[2024-01-05T11:28:19.745+0000] {logging_mixin.py:188} INFO - loading chunk:502
[2024-01-05T11:28:20.101+0000] {logging_mixin.py:188} INFO - loading chunk:503
[2024-01-05T11:28:20.367+0000] {logging_mixin.py:188} INFO - loading chunk:504
[2024-01-05T11:28:20.630+0000] {logging_mixin.py:188} INFO - loading chunk:505
[2024-01-05T11:28:20.918+0000] {logging_mixin.py:188} INFO - loading chunk:506
[2024-01-05T11:28:21.361+0000] {logging_mixin.py:188} INFO - loading chunk:507
[2024-01-05T11:28:21.635+0000] {logging_mixin.py:188} INFO - loading chunk:508
[2024-01-05T11:28:21.933+0000] {logging_mixin.py:188} INFO - loading chunk:509
[2024-01-05T11:28:22.206+0000] {logging_mixin.py:188} INFO - loading chunk:510
[2024-01-05T11:28:22.465+0000] {logging_mixin.py:188} INFO - loading chunk:511
[2024-01-05T11:28:22.836+0000] {logging_mixin.py:188} INFO - loading chunk:512
[2024-01-05T11:28:23.084+0000] {logging_mixin.py:188} INFO - loading chunk:513
[2024-01-05T11:28:23.335+0000] {logging_mixin.py:188} INFO - loading chunk:514
[2024-01-05T11:28:23.589+0000] {logging_mixin.py:188} INFO - loading chunk:515
[2024-01-05T11:28:23.864+0000] {logging_mixin.py:188} INFO - loading chunk:516
[2024-01-05T11:28:24.258+0000] {logging_mixin.py:188} INFO - loading chunk:517
[2024-01-05T11:28:24.530+0000] {logging_mixin.py:188} INFO - loading chunk:518
[2024-01-05T11:28:24.819+0000] {logging_mixin.py:188} INFO - loading chunk:519
[2024-01-05T11:28:25.152+0000] {logging_mixin.py:188} INFO - loading chunk:520
[2024-01-05T11:28:25.439+0000] {logging_mixin.py:188} INFO - loading chunk:521
[2024-01-05T11:28:25.698+0000] {logging_mixin.py:188} INFO - loading chunk:522
[2024-01-05T11:28:26.094+0000] {logging_mixin.py:188} INFO - loading chunk:523
[2024-01-05T11:28:26.355+0000] {logging_mixin.py:188} INFO - loading chunk:524
[2024-01-05T11:28:26.600+0000] {logging_mixin.py:188} INFO - loading chunk:525
[2024-01-05T11:28:26.866+0000] {logging_mixin.py:188} INFO - loading chunk:526
[2024-01-05T11:28:27.114+0000] {logging_mixin.py:188} INFO - loading chunk:527
[2024-01-05T11:28:27.368+0000] {logging_mixin.py:188} INFO - loading chunk:528
[2024-01-05T11:28:27.766+0000] {logging_mixin.py:188} INFO - loading chunk:529
[2024-01-05T11:28:28.000+0000] {logging_mixin.py:188} INFO - loading chunk:530
[2024-01-05T11:28:28.283+0000] {logging_mixin.py:188} INFO - loading chunk:531
[2024-01-05T11:28:28.573+0000] {logging_mixin.py:188} INFO - loading chunk:532
[2024-01-05T11:28:28.850+0000] {logging_mixin.py:188} INFO - loading chunk:533
[2024-01-05T11:28:29.243+0000] {logging_mixin.py:188} INFO - loading chunk:534
[2024-01-05T11:28:29.499+0000] {logging_mixin.py:188} INFO - loading chunk:535
[2024-01-05T11:28:29.764+0000] {logging_mixin.py:188} INFO - loading chunk:536
[2024-01-05T11:28:30.048+0000] {logging_mixin.py:188} INFO - loading chunk:537
[2024-01-05T11:28:30.311+0000] {logging_mixin.py:188} INFO - loading chunk:538
[2024-01-05T11:28:30.573+0000] {logging_mixin.py:188} INFO - loading chunk:539
[2024-01-05T11:28:30.949+0000] {logging_mixin.py:188} INFO - loading chunk:540
[2024-01-05T11:28:31.215+0000] {logging_mixin.py:188} INFO - loading chunk:541
[2024-01-05T11:28:31.469+0000] {logging_mixin.py:188} INFO - loading chunk:542
[2024-01-05T11:28:31.713+0000] {logging_mixin.py:188} INFO - loading chunk:543
[2024-01-05T11:28:31.973+0000] {logging_mixin.py:188} INFO - loading chunk:544
[2024-01-05T11:28:32.218+0000] {logging_mixin.py:188} INFO - loading chunk:545
[2024-01-05T11:28:32.575+0000] {logging_mixin.py:188} INFO - loading chunk:546
[2024-01-05T11:28:32.812+0000] {logging_mixin.py:188} INFO - loading chunk:547
[2024-01-05T11:28:33.050+0000] {logging_mixin.py:188} INFO - loading chunk:548
[2024-01-05T11:28:33.288+0000] {logging_mixin.py:188} INFO - loading chunk:549
[2024-01-05T11:28:33.719+0000] {logging_mixin.py:188} INFO - loading chunk:550
[2024-01-05T11:28:34.128+0000] {logging_mixin.py:188} INFO - loading chunk:551
[2024-01-05T11:28:34.461+0000] {logging_mixin.py:188} INFO - loading chunk:552
[2024-01-05T11:28:34.766+0000] {logging_mixin.py:188} INFO - loading chunk:553
[2024-01-05T11:28:35.016+0000] {logging_mixin.py:188} INFO - loading chunk:554
[2024-01-05T11:28:35.264+0000] {logging_mixin.py:188} INFO - loading chunk:555
[2024-01-05T11:28:35.533+0000] {logging_mixin.py:188} INFO - loading chunk:556
[2024-01-05T11:28:35.918+0000] {logging_mixin.py:188} INFO - loading chunk:557
[2024-01-05T11:28:36.177+0000] {logging_mixin.py:188} INFO - loading chunk:558
[2024-01-05T11:28:36.431+0000] {logging_mixin.py:188} INFO - loading chunk:559
[2024-01-05T11:28:36.681+0000] {logging_mixin.py:188} INFO - loading chunk:560
[2024-01-05T11:28:36.943+0000] {logging_mixin.py:188} INFO - loading chunk:561
[2024-01-05T11:28:37.414+0000] {logging_mixin.py:188} INFO - loading chunk:562
[2024-01-05T11:28:37.752+0000] {logging_mixin.py:188} INFO - loading chunk:563
[2024-01-05T11:28:38.102+0000] {logging_mixin.py:188} INFO - loading chunk:564
[2024-01-05T11:28:38.400+0000] {logging_mixin.py:188} INFO - loading chunk:565
[2024-01-05T11:28:38.675+0000] {logging_mixin.py:188} INFO - loading chunk:566
[2024-01-05T11:28:38.983+0000] {logging_mixin.py:188} INFO - loading chunk:567
[2024-01-05T11:28:39.425+0000] {logging_mixin.py:188} INFO - loading chunk:568
[2024-01-05T11:28:39.709+0000] {logging_mixin.py:188} INFO - loading chunk:569
[2024-01-05T11:28:39.965+0000] {logging_mixin.py:188} INFO - loading chunk:570
[2024-01-05T11:28:40.220+0000] {logging_mixin.py:188} INFO - loading chunk:571
[2024-01-05T11:28:40.474+0000] {logging_mixin.py:188} INFO - loading chunk:572
[2024-01-05T11:28:40.850+0000] {logging_mixin.py:188} INFO - loading chunk:573
[2024-01-05T11:28:41.102+0000] {logging_mixin.py:188} INFO - loading chunk:574
[2024-01-05T11:28:41.348+0000] {logging_mixin.py:188} INFO - loading chunk:575
[2024-01-05T11:28:41.592+0000] {logging_mixin.py:188} INFO - loading chunk:576
[2024-01-05T11:28:41.850+0000] {logging_mixin.py:188} INFO - loading chunk:577
[2024-01-05T11:28:42.112+0000] {logging_mixin.py:188} INFO - loading chunk:578
[2024-01-05T11:28:42.482+0000] {logging_mixin.py:188} INFO - loading chunk:579
[2024-01-05T11:28:42.736+0000] {logging_mixin.py:188} INFO - loading chunk:580
[2024-01-05T11:28:42.982+0000] {logging_mixin.py:188} INFO - loading chunk:581
[2024-01-05T11:28:43.231+0000] {logging_mixin.py:188} INFO - loading chunk:582
[2024-01-05T11:28:43.483+0000] {logging_mixin.py:188} INFO - loading chunk:583
[2024-01-05T11:28:43.765+0000] {logging_mixin.py:188} INFO - loading chunk:584
[2024-01-05T11:28:44.134+0000] {logging_mixin.py:188} INFO - loading chunk:585
[2024-01-05T11:28:44.382+0000] {logging_mixin.py:188} INFO - loading chunk:586
[2024-01-05T11:28:44.647+0000] {logging_mixin.py:188} INFO - loading chunk:587
[2024-01-05T11:28:44.892+0000] {logging_mixin.py:188} INFO - loading chunk:588
[2024-01-05T11:28:45.137+0000] {logging_mixin.py:188} INFO - loading chunk:589
[2024-01-05T11:28:45.523+0000] {logging_mixin.py:188} INFO - loading chunk:590
[2024-01-05T11:28:45.792+0000] {logging_mixin.py:188} INFO - loading chunk:591
[2024-01-05T11:28:46.058+0000] {logging_mixin.py:188} INFO - loading chunk:592
[2024-01-05T11:28:46.356+0000] {logging_mixin.py:188} INFO - loading chunk:593
[2024-01-05T11:28:46.660+0000] {logging_mixin.py:188} INFO - loading chunk:594
[2024-01-05T11:28:46.935+0000] {logging_mixin.py:188} INFO - loading chunk:595
[2024-01-05T11:28:47.353+0000] {logging_mixin.py:188} INFO - loading chunk:596
[2024-01-05T11:28:47.614+0000] {logging_mixin.py:188} INFO - loading chunk:597
[2024-01-05T11:28:47.866+0000] {logging_mixin.py:188} INFO - loading chunk:598
[2024-01-05T11:28:48.128+0000] {logging_mixin.py:188} INFO - loading chunk:599
[2024-01-05T11:28:48.407+0000] {logging_mixin.py:188} INFO - loading chunk:600
[2024-01-05T11:28:48.679+0000] {logging_mixin.py:188} INFO - loading chunk:601
[2024-01-05T11:28:49.060+0000] {logging_mixin.py:188} INFO - loading chunk:602
[2024-01-05T11:28:49.309+0000] {logging_mixin.py:188} INFO - loading chunk:603
[2024-01-05T11:28:49.555+0000] {logging_mixin.py:188} INFO - loading chunk:604
[2024-01-05T11:28:49.828+0000] {logging_mixin.py:188} INFO - loading chunk:605
[2024-01-05T11:28:50.091+0000] {logging_mixin.py:188} INFO - loading chunk:606
[2024-01-05T11:28:50.486+0000] {logging_mixin.py:188} INFO - loading chunk:607
[2024-01-05T11:28:50.746+0000] {logging_mixin.py:188} INFO - loading chunk:608
[2024-01-05T11:28:50.997+0000] {logging_mixin.py:188} INFO - loading chunk:609
[2024-01-05T11:28:51.257+0000] {logging_mixin.py:188} INFO - loading chunk:610
[2024-01-05T11:28:51.509+0000] {logging_mixin.py:188} INFO - loading chunk:611
[2024-01-05T11:28:51.753+0000] {logging_mixin.py:188} INFO - loading chunk:612
[2024-01-05T11:28:52.126+0000] {logging_mixin.py:188} INFO - loading chunk:613
[2024-01-05T11:28:52.371+0000] {logging_mixin.py:188} INFO - loading chunk:614
[2024-01-05T11:28:52.617+0000] {logging_mixin.py:188} INFO - loading chunk:615
[2024-01-05T11:28:52.859+0000] {logging_mixin.py:188} INFO - loading chunk:616
[2024-01-05T11:28:53.113+0000] {logging_mixin.py:188} INFO - loading chunk:617
[2024-01-05T11:28:53.350+0000] {logging_mixin.py:188} INFO - loading chunk:618
[2024-01-05T11:28:53.731+0000] {logging_mixin.py:188} INFO - loading chunk:619
[2024-01-05T11:28:54.028+0000] {logging_mixin.py:188} INFO - loading chunk:620
[2024-01-05T11:28:54.326+0000] {logging_mixin.py:188} INFO - loading chunk:621
[2024-01-05T11:28:54.619+0000] {logging_mixin.py:188} INFO - loading chunk:622
[2024-01-05T11:28:54.911+0000] {logging_mixin.py:188} INFO - loading chunk:623
[2024-01-05T11:28:55.298+0000] {logging_mixin.py:188} INFO - loading chunk:624
[2024-01-05T11:28:55.571+0000] {logging_mixin.py:188} INFO - loading chunk:625
[2024-01-05T11:28:55.809+0000] {logging_mixin.py:188} INFO - loading chunk:626
[2024-01-05T11:28:56.042+0000] {logging_mixin.py:188} INFO - loading chunk:627
[2024-01-05T11:28:56.285+0000] {logging_mixin.py:188} INFO - loading chunk:628
[2024-01-05T11:28:56.673+0000] {logging_mixin.py:188} INFO - loading chunk:629
[2024-01-05T11:28:56.920+0000] {logging_mixin.py:188} INFO - loading chunk:630
[2024-01-05T11:28:57.157+0000] {logging_mixin.py:188} INFO - loading chunk:631
[2024-01-05T11:28:57.394+0000] {logging_mixin.py:188} INFO - loading chunk:632
[2024-01-05T11:28:57.632+0000] {logging_mixin.py:188} INFO - loading chunk:633
[2024-01-05T11:28:57.866+0000] {logging_mixin.py:188} INFO - loading chunk:634
[2024-01-05T11:28:58.224+0000] {logging_mixin.py:188} INFO - loading chunk:635
[2024-01-05T11:28:58.456+0000] {logging_mixin.py:188} INFO - loading chunk:636
[2024-01-05T11:28:58.690+0000] {logging_mixin.py:188} INFO - loading chunk:637
[2024-01-05T11:28:58.928+0000] {logging_mixin.py:188} INFO - loading chunk:638
[2024-01-05T11:28:59.186+0000] {logging_mixin.py:188} INFO - loading chunk:639
[2024-01-05T11:28:59.428+0000] {logging_mixin.py:188} INFO - loading chunk:640
[2024-01-05T11:28:59.785+0000] {logging_mixin.py:188} INFO - loading chunk:641
[2024-01-05T11:29:00.048+0000] {logging_mixin.py:188} INFO - loading chunk:642
[2024-01-05T11:29:00.498+0000] {logging_mixin.py:188} INFO - loading chunk:643
[2024-01-05T11:29:00.735+0000] {logging_mixin.py:188} INFO - loading chunk:644
[2024-01-05T11:29:00.971+0000] {logging_mixin.py:188} INFO - loading chunk:645
[2024-01-05T11:29:01.206+0000] {logging_mixin.py:188} INFO - loading chunk:646
[2024-01-05T11:29:01.567+0000] {logging_mixin.py:188} INFO - loading chunk:647
[2024-01-05T11:29:01.867+0000] {logging_mixin.py:188} INFO - loading chunk:648
[2024-01-05T11:29:02.135+0000] {logging_mixin.py:188} INFO - loading chunk:649
[2024-01-05T11:29:02.420+0000] {logging_mixin.py:188} INFO - loading chunk:650
[2024-01-05T11:29:02.680+0000] {logging_mixin.py:188} INFO - loading chunk:651
[2024-01-05T11:29:03.038+0000] {logging_mixin.py:188} INFO - loading chunk:652
[2024-01-05T11:29:03.306+0000] {logging_mixin.py:188} INFO - loading chunk:653
[2024-01-05T11:29:03.553+0000] {logging_mixin.py:188} INFO - loading chunk:654
[2024-01-05T11:29:03.796+0000] {logging_mixin.py:188} INFO - loading chunk:655
[2024-01-05T11:29:04.039+0000] {logging_mixin.py:188} INFO - loading chunk:656
[2024-01-05T11:29:04.291+0000] {logging_mixin.py:188} INFO - loading chunk:657
[2024-01-05T11:29:04.662+0000] {logging_mixin.py:188} INFO - loading chunk:658
[2024-01-05T11:29:04.898+0000] {logging_mixin.py:188} INFO - loading chunk:659
[2024-01-05T11:29:05.141+0000] {logging_mixin.py:188} INFO - loading chunk:660
[2024-01-05T11:29:05.371+0000] {logging_mixin.py:188} INFO - loading chunk:661
[2024-01-05T11:29:05.604+0000] {logging_mixin.py:188} INFO - loading chunk:662
[2024-01-05T11:29:05.856+0000] {logging_mixin.py:188} INFO - loading chunk:663
[2024-01-05T11:29:06.218+0000] {logging_mixin.py:188} INFO - loading chunk:664
[2024-01-05T11:29:06.549+0000] {logging_mixin.py:188} INFO - loading chunk:665
[2024-01-05T11:29:06.835+0000] {logging_mixin.py:188} INFO - loading chunk:666
[2024-01-05T11:29:07.093+0000] {logging_mixin.py:188} INFO - loading chunk:667
[2024-01-05T11:29:07.361+0000] {logging_mixin.py:188} INFO - loading chunk:668
[2024-01-05T11:29:07.628+0000] {logging_mixin.py:188} INFO - loading chunk:669
[2024-01-05T11:29:07.982+0000] {logging_mixin.py:188} INFO - loading chunk:670
[2024-01-05T11:29:08.263+0000] {logging_mixin.py:188} INFO - loading chunk:671
[2024-01-05T11:29:08.560+0000] {logging_mixin.py:188} INFO - loading chunk:672
[2024-01-05T11:29:08.808+0000] {logging_mixin.py:188} INFO - loading chunk:673
[2024-01-05T11:29:09.079+0000] {logging_mixin.py:188} INFO - loading chunk:674
[2024-01-05T11:29:09.517+0000] {logging_mixin.py:188} INFO - loading chunk:675
[2024-01-05T11:29:09.792+0000] {logging_mixin.py:188} INFO - loading chunk:676
[2024-01-05T11:29:10.096+0000] {logging_mixin.py:188} INFO - loading chunk:677
[2024-01-05T11:29:10.472+0000] {logging_mixin.py:188} INFO - loading chunk:678
[2024-01-05T11:29:10.884+0000] {logging_mixin.py:188} INFO - loading chunk:679
[2024-01-05T11:29:11.322+0000] {logging_mixin.py:188} INFO - loading chunk:680
[2024-01-05T11:29:11.597+0000] {logging_mixin.py:188} INFO - loading chunk:681
[2024-01-05T11:29:11.873+0000] {logging_mixin.py:188} INFO - loading chunk:682
[2024-01-05T11:29:12.121+0000] {logging_mixin.py:188} INFO - loading chunk:683
[2024-01-05T11:29:12.386+0000] {logging_mixin.py:188} INFO - loading chunk:684
[2024-01-05T11:29:12.718+0000] {logging_mixin.py:188} INFO - loading chunk:685
[2024-01-05T11:29:13.130+0000] {logging_mixin.py:188} INFO - loading chunk:686
[2024-01-05T11:29:13.377+0000] {logging_mixin.py:188} INFO - loading chunk:687
[2024-01-05T11:29:13.624+0000] {logging_mixin.py:188} INFO - loading chunk:688
[2024-01-05T11:29:13.869+0000] {logging_mixin.py:188} INFO - loading chunk:689
[2024-01-05T11:29:14.125+0000] {logging_mixin.py:188} INFO - loading chunk:690
[2024-01-05T11:29:14.373+0000] {logging_mixin.py:188} INFO - loading chunk:691
[2024-01-05T11:29:14.747+0000] {logging_mixin.py:188} INFO - loading chunk:692
[2024-01-05T11:29:15.006+0000] {logging_mixin.py:188} INFO - loading chunk:693
[2024-01-05T11:29:15.314+0000] {logging_mixin.py:188} INFO - loading chunk:694
[2024-01-05T11:29:15.617+0000] {logging_mixin.py:188} INFO - loading chunk:695
[2024-01-05T11:29:15.902+0000] {logging_mixin.py:188} INFO - loading chunk:696
[2024-01-05T11:29:16.147+0000] {logging_mixin.py:188} INFO - loading chunk:697
[2024-01-05T11:29:16.519+0000] {logging_mixin.py:188} INFO - loading chunk:698
[2024-01-05T11:29:16.779+0000] {logging_mixin.py:188} INFO - loading chunk:699
[2024-01-05T11:29:17.035+0000] {logging_mixin.py:188} INFO - loading chunk:700
[2024-01-05T11:29:17.275+0000] {logging_mixin.py:188} INFO - loading chunk:701
[2024-01-05T11:29:17.522+0000] {logging_mixin.py:188} INFO - loading chunk:702
[2024-01-05T11:29:17.777+0000] {logging_mixin.py:188} INFO - loading chunk:703
[2024-01-05T11:29:18.144+0000] {logging_mixin.py:188} INFO - loading chunk:704
[2024-01-05T11:29:18.405+0000] {logging_mixin.py:188} INFO - loading chunk:705
[2024-01-05T11:29:18.638+0000] {logging_mixin.py:188} INFO - loading chunk:706
[2024-01-05T11:29:18.898+0000] {logging_mixin.py:188} INFO - loading chunk:707
[2024-01-05T11:29:19.160+0000] {logging_mixin.py:188} INFO - loading chunk:708
[2024-01-05T11:29:19.418+0000] {logging_mixin.py:188} INFO - loading chunk:709
[2024-01-05T11:29:19.809+0000] {logging_mixin.py:188} INFO - loading chunk:710
[2024-01-05T11:29:20.125+0000] {logging_mixin.py:188} INFO - loading chunk:711
[2024-01-05T11:29:20.461+0000] {logging_mixin.py:188} INFO - loading chunk:712
[2024-01-05T11:29:20.810+0000] {logging_mixin.py:188} INFO - loading chunk:713
[2024-01-05T11:29:21.096+0000] {logging_mixin.py:188} INFO - loading chunk:714
[2024-01-05T11:29:21.488+0000] {logging_mixin.py:188} INFO - loading chunk:715
[2024-01-05T11:29:21.746+0000] {logging_mixin.py:188} INFO - loading chunk:716
[2024-01-05T11:29:22.143+0000] {logging_mixin.py:188} INFO - loading chunk:717
[2024-01-05T11:29:22.438+0000] {logging_mixin.py:188} INFO - loading chunk:718
[2024-01-05T11:29:22.719+0000] {logging_mixin.py:188} INFO - loading chunk:719
[2024-01-05T11:29:22.975+0000] {logging_mixin.py:188} INFO - loading chunk:720
[2024-01-05T11:29:23.407+0000] {logging_mixin.py:188} INFO - loading chunk:721
[2024-01-05T11:29:23.688+0000] {logging_mixin.py:188} INFO - loading chunk:722
[2024-01-05T11:29:23.936+0000] {logging_mixin.py:188} INFO - loading chunk:723
[2024-01-05T11:29:24.207+0000] {logging_mixin.py:188} INFO - loading chunk:724
[2024-01-05T11:29:24.449+0000] {logging_mixin.py:188} INFO - loading chunk:725
[2024-01-05T11:29:24.683+0000] {logging_mixin.py:188} INFO - loading chunk:726
[2024-01-05T11:29:25.121+0000] {logging_mixin.py:188} INFO - loading chunk:727
[2024-01-05T11:29:25.368+0000] {logging_mixin.py:188} INFO - loading chunk:728
[2024-01-05T11:29:25.607+0000] {logging_mixin.py:188} INFO - loading chunk:729
[2024-01-05T11:29:25.852+0000] {logging_mixin.py:188} INFO - loading chunk:730
[2024-01-05T11:29:26.099+0000] {logging_mixin.py:188} INFO - loading chunk:731
[2024-01-05T11:29:26.346+0000] {logging_mixin.py:188} INFO - loading chunk:732
[2024-01-05T11:29:26.746+0000] {logging_mixin.py:188} INFO - loading chunk:733
[2024-01-05T11:29:27.044+0000] {logging_mixin.py:188} INFO - loading chunk:734
[2024-01-05T11:29:27.356+0000] {logging_mixin.py:188} INFO - loading chunk:735
[2024-01-05T11:29:27.665+0000] {logging_mixin.py:188} INFO - loading chunk:736
[2024-01-05T11:29:27.967+0000] {logging_mixin.py:188} INFO - loading chunk:737
[2024-01-05T11:29:28.214+0000] {logging_mixin.py:188} INFO - loading chunk:738
[2024-01-05T11:29:28.584+0000] {logging_mixin.py:188} INFO - loading chunk:739
[2024-01-05T11:29:28.831+0000] {logging_mixin.py:188} INFO - loading chunk:740
[2024-01-05T11:29:29.079+0000] {logging_mixin.py:188} INFO - loading chunk:741
[2024-01-05T11:29:29.331+0000] {logging_mixin.py:188} INFO - loading chunk:742
[2024-01-05T11:29:29.585+0000] {logging_mixin.py:188} INFO - loading chunk:743
[2024-01-05T11:29:29.827+0000] {logging_mixin.py:188} INFO - loading chunk:744
[2024-01-05T11:29:30.207+0000] {logging_mixin.py:188} INFO - loading chunk:745
[2024-01-05T11:29:30.771+0000] {logging_mixin.py:188} INFO - loading chunk:746
[2024-01-05T11:29:31.022+0000] {logging_mixin.py:188} INFO - loading chunk:747
[2024-01-05T11:29:31.265+0000] {logging_mixin.py:188} INFO - loading chunk:748
[2024-01-05T11:29:31.519+0000] {logging_mixin.py:188} INFO - loading chunk:749
[2024-01-05T11:29:31.779+0000] {logging_mixin.py:188} INFO - loading chunk:750
[2024-01-05T11:29:32.175+0000] {logging_mixin.py:188} INFO - loading chunk:751
[2024-01-05T11:29:32.423+0000] {logging_mixin.py:188} INFO - loading chunk:752
[2024-01-05T11:29:32.669+0000] {logging_mixin.py:188} INFO - loading chunk:753
[2024-01-05T11:29:32.913+0000] {logging_mixin.py:188} INFO - loading chunk:754
[2024-01-05T11:29:33.165+0000] {logging_mixin.py:188} INFO - loading chunk:755
[2024-01-05T11:29:33.414+0000] {logging_mixin.py:188} INFO - loading chunk:756
[2024-01-05T11:29:33.768+0000] {logging_mixin.py:188} INFO - loading chunk:757
[2024-01-05T11:29:34.010+0000] {logging_mixin.py:188} INFO - loading chunk:758
[2024-01-05T11:29:34.249+0000] {logging_mixin.py:188} INFO - loading chunk:759
[2024-01-05T11:29:34.485+0000] {logging_mixin.py:188} INFO - loading chunk:760
[2024-01-05T11:29:34.730+0000] {logging_mixin.py:188} INFO - loading chunk:761
[2024-01-05T11:29:34.972+0000] {logging_mixin.py:188} INFO - loading chunk:762
[2024-01-05T11:29:35.323+0000] {logging_mixin.py:188} INFO - loading chunk:763
[2024-01-05T11:29:35.565+0000] {logging_mixin.py:188} INFO - loading chunk:764
[2024-01-05T11:29:35.809+0000] {logging_mixin.py:188} INFO - loading chunk:765
[2024-01-05T11:29:36.058+0000] {logging_mixin.py:188} INFO - loading chunk:766
[2024-01-05T11:29:36.303+0000] {logging_mixin.py:188} INFO - loading chunk:767
[2024-01-05T11:29:36.675+0000] {logging_mixin.py:188} INFO - loading chunk:768
[2024-01-05T11:29:36.925+0000] {logging_mixin.py:188} INFO - loading chunk:769
[2024-01-05T11:29:37.179+0000] {logging_mixin.py:188} INFO - loading chunk:770
[2024-01-05T11:29:37.430+0000] {logging_mixin.py:188} INFO - loading chunk:771
[2024-01-05T11:29:37.671+0000] {logging_mixin.py:188} INFO - loading chunk:772
[2024-01-05T11:29:37.914+0000] {logging_mixin.py:188} INFO - loading chunk:773
[2024-01-05T11:29:38.310+0000] {logging_mixin.py:188} INFO - loading chunk:774
[2024-01-05T11:29:38.559+0000] {logging_mixin.py:188} INFO - loading chunk:775
[2024-01-05T11:29:38.810+0000] {logging_mixin.py:188} INFO - loading chunk:776
[2024-01-05T11:29:39.103+0000] {logging_mixin.py:188} INFO - loading chunk:777
[2024-01-05T11:29:39.380+0000] {logging_mixin.py:188} INFO - loading chunk:778
[2024-01-05T11:29:39.625+0000] {logging_mixin.py:188} INFO - loading chunk:779
[2024-01-05T11:29:40.033+0000] {logging_mixin.py:188} INFO - loading chunk:780
[2024-01-05T11:29:40.292+0000] {logging_mixin.py:188} INFO - loading chunk:781
[2024-01-05T11:29:40.551+0000] {logging_mixin.py:188} INFO - loading chunk:782
[2024-01-05T11:29:40.798+0000] {logging_mixin.py:188} INFO - loading chunk:783
[2024-01-05T11:29:41.050+0000] {logging_mixin.py:188} INFO - loading chunk:784
[2024-01-05T11:29:41.424+0000] {logging_mixin.py:188} INFO - loading chunk:785
[2024-01-05T11:29:41.688+0000] {logging_mixin.py:188} INFO - loading chunk:786
[2024-01-05T11:29:41.984+0000] {logging_mixin.py:188} INFO - loading chunk:787
[2024-01-05T11:29:42.253+0000] {logging_mixin.py:188} INFO - loading chunk:788
[2024-01-05T11:29:42.516+0000] {logging_mixin.py:188} INFO - loading chunk:789
[2024-01-05T11:29:42.783+0000] {logging_mixin.py:188} INFO - loading chunk:790
[2024-01-05T11:29:43.183+0000] {logging_mixin.py:188} INFO - loading chunk:791
[2024-01-05T11:29:43.431+0000] {logging_mixin.py:188} INFO - loading chunk:792
[2024-01-05T11:29:43.677+0000] {logging_mixin.py:188} INFO - loading chunk:793
[2024-01-05T11:29:43.935+0000] {logging_mixin.py:188} INFO - loading chunk:794
[2024-01-05T11:29:44.195+0000] {logging_mixin.py:188} INFO - loading chunk:795
[2024-01-05T11:29:44.591+0000] {logging_mixin.py:188} INFO - loading chunk:796
[2024-01-05T11:29:44.859+0000] {logging_mixin.py:188} INFO - loading chunk:797
[2024-01-05T11:29:45.118+0000] {logging_mixin.py:188} INFO - loading chunk:798
[2024-01-05T11:29:45.402+0000] {logging_mixin.py:188} INFO - loading chunk:799
[2024-01-05T11:29:45.689+0000] {logging_mixin.py:188} INFO - loading chunk:800
[2024-01-05T11:29:45.977+0000] {logging_mixin.py:188} INFO - loading chunk:801
[2024-01-05T11:29:46.366+0000] {logging_mixin.py:188} INFO - loading chunk:802
